AccidentId,Gravity,Light,InAgglomeration,IntersectionType,Weather,CollisionType,Month,DayOfWeek,HourOfDay,IsWeekend,IsNight
201800022104,NonLethal,Daylight,Yes,NoIntersection,Normal,2Vehicles-Behind,10,Tuesday,13,False,False
201800001324,NonLethal,Daylight,Yes,NoIntersection,Normal,Other,3,Wednesday,11,False,False
201800038715,NonLethal,Daylight,Yes,Other,Normal,Other,9,Friday,9,False,False
201800021570,NonLethal,Daylight,Yes,Other,Normal,Other,11,Wednesday,15,False,False
201800055573,NonLethal,Daylight,Yes,NoIntersection,LightRain,2Vehicles-Side,8,Wednesday,14,False,False
201800055285,NonLethal,NightStreelightsOn,Yes,NoIntersection,LightRain,Other,3,Sunday,3,True,True
201800040921,NonLethal,Daylight,Yes,X-type,Normal,2Vehicles-Side,8,Saturday,13,True,False
201800019776,NonLethal,Daylight,Yes,NoIntersection,LightRain,2Vehicles-Side,10,Wednesday,16,False,False
201800008617,NonLethal,NightStreelightsOn,Yes,NoIntersection,LightRain,2Vehicles-BehindVehicles-Frontal,2,Wednesday,19,False,False
201800011675,Lethal,Daylight,No,T-type,Normal,2Vehicles-Side,8,Thursday,11,False,False
201800028351,NonLethal,NightStreelightsOn,Yes,NoIntersection,Normal,Other,9,Monday,22,False,False
201800040999,NonLethal,Daylight,Yes,NoIntersection,LightRain,Other,1,Wednesday,11,False,False
201800056908,NonLethal,Daylight,Yes,NoIntersection,Normal,3+Vehicles-Chain,4,Tuesday,12,False,False
201800037834,NonLethal,Daylight,Yes,NoIntersection,Normal,Other,7,Thursday,9,False,False
201800055511,NonLethal,Daylight,Yes,NoIntersection,Normal,2Vehicles-Behind,7,Sunday,13,True,False
201800038572,NonLethal,NightStreelightsOn,Yes,X-type,Normal,2Vehicles-Side,5,Friday,23,False,False
201800010939,NonLethal,NightNoStreetLight,No,NoIntersection,Normal,Other,10,Tuesday,5,False,True
201800025051,NonLethal,Daylight,No,NoIntersection,LightRain,NoCollision,1,Friday,11,False,False
201800021116,NonLethal,Daylight,Yes,T-type,Normal,2Vehicles-Side,10,Thursday,12,False,False
201800015374,NonLethal,Daylight,No,NoIntersection,LightRain,2Vehicles-Side,1,Sunday,13,True,False
201800015991,NonLethal,Daylight,Yes,Y-type,Normal,2Vehicles-BehindVehicles-Frontal,1,Sunday,14,True,False
201800025342,NonLethal,Daylight,Yes,NoIntersection,Normal,NoCollision,5,Saturday,19,True,False
201800005379,NonLethal,Daylight,Yes,NoIntersection,LightRain,2Vehicles-Behind,5,Thursday,18,False,False
201800031059,Lethal,Daylight,No,NoIntersection,Normal,NoCollision,9,Wednesday,11,False,False
201800037601,NonLethal,NightStreelightsOn,Yes,X-type,Normal,2Vehicles-Side,4,Saturday,2,True,True
201800005354,NonLethal,NightStreelightsOn,No,NoIntersection,Normal,2Vehicles-Side,3,Wednesday,20,False,False
201800042579,NonLethal,NightStreelightsOn,Yes,T-type,Normal,2Vehicles-Side,10,Saturday,21,True,False
201800031735,NonLethal,Daylight,Yes,X-type,Normal,2Vehicles-Side,9,Wednesday,14,False,False
201800003375,NonLethal,Daylight,Yes,NoIntersection,Normal,2Vehicles-BehindVehicles-Frontal,4,Saturday,18,True,False
201800025460,NonLethal,Daylight,Yes,NoIntersection,Normal,2Vehicles-Behind,8,Friday,12,False,False
201800012245,NonLethal,Daylight,No,NoIntersection,Normal,3+Vehicles-Chain,7,Thursday,13,False,False
201800015307,NonLethal,Daylight,Yes,NoIntersection,Normal,Other,7,Saturday,12,True,False
201800040492,NonLethal,Daylight,Yes,NoIntersection,Normal,2Vehicles-Behind,8,Saturday,8,True,False
201800049996,NonLethal,NightNoStreetLight,No,NoIntersection,Normal,2Vehicles-Behind,9,Sunday,21,True,False
201800048943,NonLethal,TwilightOrDawn,No,NoIntersection,Normal,2Vehicles-Behind,7,Sunday,5,True,True
201800006745,NonLethal,Daylight,No,NoIntersection,Normal,2Vehicles-Side,11,Wednesday,15,False,False
201800010238,NonLethal,Daylight,Yes,T-type,Normal,2Vehicles-Behind,12,Monday,15,False,False
201800028016,NonLethal,Daylight,Yes,X-type,Normal,2Vehicles-BehindVehicles-Frontal,5,Friday,19,False,False
201800011448,NonLethal,Daylight,Yes,X-type,Normal,2Vehicles-Side,4,Thursday,15,False,False
201800026767,NonLethal,Daylight,Yes,NoIntersection,Normal,2Vehicles-Side,4,Monday,18,False,False
201800025680,NonLethal,NightStreelightsOn,Yes,Roundabout,LightRain,Other,12,Saturday,20,True,False
201800000050,NonLethal,Daylight,Yes,NoIntersection,LightRain,2Vehicles-BehindVehicles-Frontal,3,Thursday,13,False,False
201800011756,NonLethal,NightStreelightsOn,Yes,T-type,Normal,2Vehicles-Side,9,Thursday,20,False,False
201800027729,NonLethal,Daylight,Yes,T-type,Normal,2Vehicles-BehindVehicles-Frontal,5,Wednesday,13,False,False
201800024330,NonLethal,Daylight,Yes,NoIntersection,Normal,Other,5,Friday,8,False,False
201800020981,NonLethal,Daylight,Yes,NoIntersection,Normal,2Vehicles-Behind,4,Thursday,16,False,False
201800016478,NonLethal,TwilightOrDawn,No,NoIntersection,Normal,2Vehicles-Side,8,Wednesday,6,False,True
201800011410,NonLethal,NightNoStreetLight,No,NoIntersection,Normal,Other,8,Wednesday,21,False,False
201800009876,NonLethal,NightStreelightsOn,Yes,NoIntersection,Normal,2Vehicles-Behind,10,Monday,21,False,False
201800052242,NonLethal,Daylight,Yes,T-type,Normal,NoCollision,11,Thursday,17,False,False
201800042497,NonLethal,TwilightOrDawn,Yes,NoIntersection,Normal,Other,8,Monday,19,False,False
201800057545,NonLethal,Daylight,Yes,NoIntersection,Normal,Other,11,Monday,18,False,False
201800020466,NonLethal,Daylight,Yes,NoIntersection,Normal,Other,4,Sunday,20,True,False
201800028273,NonLethal,Daylight,Yes,NoIntersection,Normal,3+Vehicles-Multiple,4,Sunday,17,True,False
201800025222,NonLethal,NightStreelightsOff,Yes,T-type,Normal,2Vehicles-BehindVehicles-Frontal,1,Tuesday,6,False,True
201800052120,NonLethal,Daylight,Yes,T-type,Normal,2Vehicles-Side,8,Friday,9,False,False
201800027016,NonLethal,NightStreelightsOn,Yes,Y-type,LightRain,2Vehicles-Side,9,Wednesday,0,False,True
201800051014,NonLethal,Daylight,Yes,X-type,Normal,Other,11,Saturday,15,True,False
201800038871,NonLethal,NightStreelightsOn,Yes,NoIntersection,LightRain,Other,12,Friday,8,False,False
201800029121,NonLethal,Daylight,Yes,T-type,Normal,2Vehicles-Side,11,Wednesday,19,False,False
201800026341,NonLethal,NightStreelightsOn,Yes,NoIntersection,Normal,2Vehicles-Behind,4,Friday,0,False,True
201800046157,NonLethal,NightNoStreetLight,No,NoIntersection,Normal,2Vehicles-Behind,10,Sunday,5,True,True
201800007484,NonLethal,NightStreelightsOn,Yes,NoIntersection,Normal,Other,10,Friday,18,False,False
201800018421,NonLethal,Daylight,Yes,NoIntersection,Normal,2Vehicles-BehindVehicles-Frontal,11,Friday,12,False,False
201800032899,NonLethal,Daylight,Yes,NoIntersection,FogOrSmoke,NoCollision,11,Thursday,8,False,False
201800006893,NonLethal,Daylight,No,NoIntersection,HeavyRain,2Vehicles-Behind,5,Monday,11,False,False
201800038420,NonLethal,NightStreelightsOn,Yes,NoIntersection,LightRain,NoCollision,3,Friday,20,False,False
201800019437,NonLethal,Daylight,No,NoIntersection,Normal,2Vehicles-BehindVehicles-Frontal,7,Tuesday,6,False,True
201800016004,NonLethal,Daylight,No,NoIntersection,Normal,3+Vehicles-Multiple,7,Friday,18,False,False
201800005394,NonLethal,Daylight,Yes,NoIntersection,Overcast,2Vehicles-Side,5,Wednesday,10,False,False
201800018441,NonLethal,Daylight,No,T-type,Normal,3+Vehicles-Multiple,2,Sunday,14,True,False
201800001742,NonLethal,Daylight,Yes,NoIntersection,LightRain,Other,4,Monday,13,False,False
201800042218,NonLethal,Daylight,Yes,T-type,LightRain,2Vehicles-Side,5,Tuesday,15,False,False
201800040276,NonLethal,NightStreelightsOn,Yes,NoIntersection,SnowOrHail,Other,2,Saturday,3,True,True
201800031202,NonLethal,Daylight,Yes,NoIntersection,Normal,Other,5,Thursday,9,False,False
201800012613,NonLethal,Daylight,No,T-type,Normal,2Vehicles-Side,5,Friday,9,False,False
201800048223,NonLethal,Daylight,Yes,NoIntersection,Normal,NoCollision,4,Thursday,15,False,False
201800057119,NonLethal,NightStreelightsOn,Yes,X-type,Normal,2Vehicles-Behind,11,Sunday,2,True,True
201800048367,NonLethal,Daylight,Yes,T-type,Normal,2Vehicles-Side,6,Thursday,8,False,False
201800003825,NonLethal,TwilightOrDawn,No,NoIntersection,Overcast,2Vehicles-Behind,1,Thursday,18,False,False
201800047834,NonLethal,Daylight,Yes,X-type,Normal,2Vehicles-Behind,12,Tuesday,8,False,False
201800033468,NonLethal,Daylight,Yes,NoIntersection,Normal,2Vehicles-Behind,4,Monday,18,False,False
201800021964,NonLethal,Daylight,Yes,NoIntersection,Normal,2Vehicles-BehindVehicles-Frontal,6,Monday,19,False,False
201800025232,NonLethal,Daylight,Yes,NoIntersection,Normal,3+Vehicles-Chain,2,Tuesday,8,False,False
201800050098,NonLethal,Daylight,No,NoIntersection,Normal,3+Vehicles-Chain,10,Tuesday,8,False,False
201800027383,NonLethal,Daylight,Yes,NoIntersection,Normal,NoCollision,8,Wednesday,15,False,False
201800040507,NonLethal,NightStreelightsOn,Yes,NoIntersection,Normal,Other,10,Monday,7,False,False
201800031447,NonLethal,NightNoStreetLight,No,NoIntersection,Normal,NoCollision,10,Sunday,23,True,False
201800023534,NonLethal,Daylight,No,NoIntersection,Normal,NoCollision,6,Sunday,12,True,False
201800032444,NonLethal,Daylight,Yes,X-type,Normal,2Vehicles-Side,5,Wednesday,15,False,False
201800047485,NonLethal,NightStreelightsOn,Yes,NoIntersection,Normal,Other,4,Thursday,22,False,False
201800012670,Lethal,Daylight,No,NoIntersection,FogOrSmoke,Other,10,Sunday,14,True,False
201800050412,NonLethal,NightStreelightsOn,Yes,NoIntersection,Normal,Other,1,Friday,18,False,False
201800002709,NonLethal,Daylight,Yes,Square,Normal,Other,8,Monday,17,False,False
201800027935,NonLethal,Daylight,Yes,X-type,Normal,Other,1,Friday,17,False,False
201800015777,NonLethal,Daylight,Yes,NoIntersection,Normal,Other,2,Wednesday,10,False,False
201800002982,NonLethal,NightNoStreetLight,No,NoIntersection,LightRain,2Vehicles-Side,1,Wednesday,17,False,False
201800036870,NonLethal,Daylight,Yes,NoIntersection,Normal,Other,10,Saturday,19,True,False
201800023544,NonLethal,TwilightOrDawn,No,NoIntersection,Normal,2Vehicles-Behind,10,Wednesday,7,False,False
201800040334,NonLethal,NightNoStreetLight,No,NoIntersection,Normal,NoCollision,7,Tuesday,3,False,True
201800057598,NonLethal,TwilightOrDawn,Yes,NoIntersection,Normal,Other,8,Saturday,18,True,False
201800048785,NonLethal,Daylight,Yes,NoIntersection,Normal,Other,12,Saturday,14,True,False
201800050808,NonLethal,TwilightOrDawn,Yes,X-type,Normal,2Vehicles-Behind,10,Monday,7,False,False
201800051753,NonLethal,Daylight,Yes,NoIntersection,Normal,2Vehicles-Side,6,Sunday,9,True,False
201800014363,NonLethal,NightStreelightsOff,Yes,NoIntersection,Normal,NoCollision,8,Friday,1,False,True
201800005630,NonLethal,Daylight,Yes,X-type,Overcast,2Vehicles-Side,3,Sunday,16,True,False
201800044755,NonLethal,Daylight,No,NoIntersection,Normal,2Vehicles-Behind,4,Tuesday,15,False,False
201800027548,NonLethal,NightNoStreetLight,Yes,NoIntersection,LightRain,NoCollision,12,Tuesday,7,False,False
201800011962,NonLethal,Daylight,Yes,T-type,Normal,2Vehicles-Side,8,Tuesday,12,False,False
201800030386,Lethal,TwilightOrDawn,No,NoIntersection,Normal,2Vehicles-BehindVehicles-Frontal,4,Sunday,22,True,False
201800015117,NonLethal,NightNoStreetLight,No,NoIntersection,SnowOrHail,2Vehicles-Side,11,Monday,17,False,False
201800016204,NonLethal,NightNoStreetLight,No,NoIntersection,SnowOrHail,Other,2,Friday,6,False,True
201800055490,NonLethal,Daylight,Yes,NoIntersection,Normal,2Vehicles-Side,7,Sunday,11,True,False
201800041634,NonLethal,Daylight,Yes,NoIntersection,Overcast,Other,11,Monday,12,False,False
201800002691,NonLethal,NightStreelightsOff,Yes,NoIntersection,LightRain,Other,4,Sunday,1,True,True
201800025836,NonLethal,Daylight,Yes,X-type,Normal,2Vehicles-Side,4,Monday,18,False,False
201800054323,NonLethal,NightStreelightsOn,Yes,X-type,LightRain,Other,1,Sunday,1,True,True
201800051021,NonLethal,Daylight,Yes,Square,Normal,3+Vehicles-Chain,3,Tuesday,10,False,False
201800045658,NonLethal,Daylight,No,NoIntersection,LightRain,Other,1,Saturday,14,True,False
201800041160,NonLethal,Daylight,Yes,NoIntersection,Normal,2Vehicles-Side,9,Monday,10,False,False
201800050028,NonLethal,NightStreelightsOn,No,NoIntersection,Normal,Other,9,Saturday,1,True,True
201800024774,NonLethal,Daylight,Yes,NoIntersection,Normal,Other,5,Wednesday,12,False,False
201800052049,NonLethal,Daylight,Yes,NoIntersection,Normal,3+Vehicles-Chain,6,Friday,17,False,False
201800022261,NonLethal,Daylight,No,NoIntersection,Normal,NoCollision,9,Friday,11,False,False
201800003979,NonLethal,NightNoStreetLight,No,Other,Normal,2Vehicles-BehindVehicles-Frontal,1,Wednesday,18,False,False
201800009059,NonLethal,NightStreelightsOn,Yes,Other,Other,Other,5,Saturday,0,True,True
201800043786,Lethal,NightNoStreetLight,No,NoIntersection,Normal,Other,1,Friday,21,False,False
201800001975,NonLethal,Daylight,Yes,NoIntersection,Normal,Other,10,Tuesday,16,False,False
201800004381,NonLethal,Daylight,Yes,T-type,Normal,2Vehicles-Side,8,Monday,11,False,False
201800003488,NonLethal,Daylight,No,NoIntersection,Normal,2Vehicles-Behind,10,Thursday,18,False,False
201800046780,NonLethal,Daylight,No,NoIntersection,Normal,2Vehicles-Behind,7,Tuesday,8,False,False
