AccidentId,VehicleId,Seat,Category,Gender,TripReason,SafetyDevice,SafetyDeviceUsed,PedestrianLocation,PedestrianAction,PedestrianCompany,BirthYear,is_pedestrian,target_group_size,RoadUserType,Age,Age_missing_flag,AgeGroup
201800000019,B01,1.0,TwoWheeler,Male,Unknown,Helmet,Yes,Not_Applicable,Not_Applicable,Unknown,1954.0,0,,Driver,64,0,le_70
201800000019,B01,2.0,TwoWheeler,Female,Unknown,Helmet,Yes,Not_Applicable,Not_Applicable,Unknown,1972.0,0,,Passenger,46,0,le_50
201800000020,A01,1.0,PassengerCar,Male,Professional,ChildrenDevice,Missing,Not_Applicable,Not_Applicable,Unknown,1988.0,0,,Driver,30,0,le_30
201800000020,B01,1.0,Bicycle,Male,Other,Helmet,Yes,Not_Applicable,Not_Applicable,Unknown,1997.0,0,,Driver,21,0,le_30
201800000021,A01,1.0,PassengerCar,Female,Home-Work,SeatBelt,Yes,Not_Applicable,Not_Applicable,Unknown,1931.0,0,,Driver,87,0,70+
201800000021,B01,1.0,TwoWheeler,Male,Leisure,Helmet,Yes,Not_Applicable,Not_Applicable,Unknown,1950.0,0,,Driver,68,0,le_70
201800000022,A01,1.0,PassengerCar,Male,Home-Work,SeatBelt,Yes,Not_Applicable,Not_Applicable,Unknown,1965.0,0,,Driver,53,0,le_60
201800000022,A01,,PassengerCar,Male,Shopping,Helmet,Missing,OnCrossingWithLigths,Crossing,Alone,1978.0,1,,Pedestrian,40,0,le_40
201800000023,A01,1.0,PassengerCar,Male,Home-Work,SeatBelt,Yes,Not_Applicable,Not_Applicable,Unknown,1949.0,0,,Driver,69,0,le_70
201800000023,B01,1.0,PassengerCar,Male,Shopping,SeatBelt,Yes,Not_Applicable,Not_Applicable,Unknown,1991.0,0,,Driver,27,0,le_30
201800000025,A01,1.0,PassengerCar,Male,Leisure,ChildrenDevice,Missing,Not_Applicable,Not_Applicable,Unknown,1951.0,0,,Driver,67,0,le_70
201800000028,A01,1.0,TwoWheeler,Male,Leisure,Helmet,Yes,Not_Applicable,Not_Applicable,Unknown,1990.0,0,,Driver,28,0,le_30
201800000031,A01,1.0,PassengerCar,Male,Home-Work,SeatBelt,Yes,Not_Applicable,Not_Applicable,Unknown,1966.0,0,,Driver,52,0,le_60
201800000033,A01,1.0,TwoWheeler,Male,Leisure,Helmet,Yes,Not_Applicable,Not_Applicable,Unknown,1994.0,0,,Driver,24,0,le_30
201800000033,B01,1.0,HeavyVehicle,Male,Professional,SeatBelt,Yes,Not_Applicable,Not_Applicable,Unknown,1960.0,0,,Driver,58,0,le_60
201800000033,C01,1.0,HeavyVehicle,Male,Professional,SeatBelt,Yes,Not_Applicable,Not_Applicable,Unknown,1978.0,0,,Driver,40,0,le_40
201800000036,A01,1.0,PassengerCar,Male,Leisure,SeatBelt,Yes,Not_Applicable,Not_Applicable,Unknown,1985.0,0,,Driver,33,0,le_40
201800000036,B01,1.0,TwoWheeler,Male,Leisure,Helmet,Yes,Not_Applicable,Not_Applicable,Unknown,1948.0,0,,Driver,70,0,le_70
201800000037,A01,1.0,PassengerCar,Male,Leisure,ChildrenDevice,Missing,Not_Applicable,Not_Applicable,Unknown,1924.0,0,,Driver,94,0,70+
201800000037,A01,2.0,PassengerCar,Male,Leisure,ChildrenDevice,Missing,Not_Applicable,Not_Applicable,Unknown,2002.0,0,,Passenger,16,0,le_20
201800000037,B01,1.0,PassengerCar,Male,Leisure,ChildrenDevice,Missing,Not_Applicable,Not_Applicable,Unknown,1956.0,0,,Driver,62,0,le_70
201800000037,B01,2.0,PassengerCar,Female,Leisure,SeatBelt,Yes,Not_Applicable,Not_Applicable,Unknown,1953.0,0,,Passenger,65,0,le_70
201800000037,B01,4.0,PassengerCar,Female,Leisure,SeatBelt,Yes,Not_Applicable,Not_Applicable,Unknown,1993.0,0,,Passenger,25,0,le_30
201800000038,A01,1.0,HeavyVehicle,Male,Professional,SeatBelt,Yes,Not_Applicable,Not_Applicable,Unknown,1996.0,0,,Driver,22,0,le_30
201800000038,B01,1.0,PassengerCar,Male,Professional,SeatBelt,Yes,Not_Applicable,Not_Applicable,Unknown,1937.0,0,,Driver,81,0,70+
201800000039,A01,1.0,TwoWheeler,Male,Home-Work,Helmet,Yes,Not_Applicable,Not_Applicable,Unknown,1971.0,0,,Driver,47,0,le_50
201800000039,B01,1.0,SpecialVehicle,Male,Professional,Helmet,Missing,Not_Applicable,Not_Applicable,Unknown,1991.0,0,,Driver,27,0,le_30
201800000040,A01,1.0,TwoWheeler,Male,Home-Work,Helmet,Yes,Not_Applicable,Not_Applicable,Unknown,2000.0,0,,Driver,18,0,le_20
201800000040,B01,1.0,PassengerCar,Male,Leisure,ChildrenDevice,Missing,Not_Applicable,Not_Applicable,Unknown,1954.0,0,,Driver,64,0,le_70
201800000040,C01,1.0,PassengerCar,Female,Professional,ChildrenDevice,Missing,Not_Applicable,Not_Applicable,Unknown,1945.0,0,,Driver,73,0,70+
201800000044,A01,1.0,Bicycle,Male,Leisure,Helmet,Missing,Not_Applicable,Not_Applicable,Unknown,1947.0,0,,Driver,71,0,70+
201800000044,B01,1.0,PassengerCar,Male,Leisure,SeatBelt,Yes,Not_Applicable,Not_Applicable,Unknown,1924.0,0,,Driver,94,0,70+
201800000046,A01,1.0,PassengerCar,Male,Leisure,SeatBelt,Yes,Not_Applicable,Not_Applicable,Unknown,2000.0,0,,Driver,18,0,le_20
201800000046,A01,2.0,PassengerCar,Male,Leisure,SeatBelt,Yes,Not_Applicable,Not_Applicable,Unknown,2001.0,0,,Passenger,17,0,le_20
201800000046,A01,5.0,PassengerCar,Male,Leisure,Helmet,Missing,Not_Applicable,Not_Applicable,Unknown,1998.0,0,,Passenger,20,0,le_20
201800000047,A01,1.0,PassengerCar,Female,Unknown,SeatBelt,Yes,Not_Applicable,Not_Applicable,Unknown,1991.0,0,,Driver,27,0,le_30
201800000047,A01,,PassengerCar,Male,Leisure,Helmet,Missing,OnLane<=OnSidewalk0mCrossing,Crossing,Alone,1937.0,1,,Pedestrian,81,0,70+
201800000049,A01,1.0,PassengerCar,Female,Leisure,SeatBelt,Yes,Not_Applicable,Not_Applicable,Unknown,1979.0,0,,Driver,39,0,le_40
201800000049,A01,,PassengerCar,Male,Leisure,Helmet,Missing,OnCrossingWithLigths,Crossing,Alone,1968.0,1,,Pedestrian,50,0,le_50
201800000050,A01,1.0,PassengerCar,Male,Leisure,SeatBelt,Yes,Not_Applicable,Not_Applicable,Unknown,1949.0,0,,Driver,69,0,le_70
201800000050,B01,1.0,HeavyVehicle,Male,Professional,SeatBelt,Yes,Not_Applicable,Not_Applicable,Unknown,1943.0,0,,Driver,75,0,70+
201800000055,A01,1.0,TwoWheeler,Female,Home-Work,Helmet,Yes,Not_Applicable,Not_Applicable,Unknown,2003.0,0,,Driver,15,0,le_20
201800000055,B01,1.0,PassengerCar,Female,Leisure,SeatBelt,Yes,Not_Applicable,Not_Applicable,Unknown,1983.0,0,,Driver,35,0,le_40
201800000056,A01,1.0,PassengerCar,Female,Shopping,SeatBelt,Yes,Not_Applicable,Not_Applicable,Unknown,1934.0,0,,Driver,84,0,70+
201800000056,B01,1.0,Bicycle,Male,Leisure,Helmet,Yes,Not_Applicable,Not_Applicable,Unknown,1944.0,0,,Driver,74,0,70+
201800000057,A01,1.0,PassengerCar,Male,Leisure,SeatBelt,Yes,Not_Applicable,Not_Applicable,Unknown,1998.0,0,,Driver,20,0,le_20
201800000057,A01,2.0,PassengerCar,Male,Leisure,SeatBelt,Yes,Not_Applicable,Not_Applicable,Unknown,1999.0,0,,Passenger,19,0,le_20
201800000059,A01,1.0,PassengerCar,Male,Leisure,ChildrenDevice,Missing,Not_Applicable,Not_Applicable,Unknown,1979.0,0,,Driver,39,0,le_40
201800000059,B01,1.0,PassengerCar,Male,Leisure,SeatBelt,Yes,Not_Applicable,Not_Applicable,Unknown,1998.0,0,,Driver,20,0,le_20
201800000060,A01,1.0,PassengerCar,Male,Professional,SeatBelt,Yes,Not_Applicable,Not_Applicable,Unknown,1976.0,0,,Driver,42,0,le_50
201800000060,A01,,PassengerCar,Male,Leisure,Helmet,Missing,OnLane<=OnSidewalk0mCrossing,Crossing,Alone,1933.0,1,,Pedestrian,85,0,70+
201800000061,A01,1.0,PassengerCar,Male,Leisure,SeatBelt,Yes,Not_Applicable,Not_Applicable,Unknown,1998.0,0,,Driver,20,0,le_20
201800000061,A01,2.0,PassengerCar,Male,Leisure,SeatBelt,Yes,Not_Applicable,Not_Applicable,Unknown,1999.0,0,,Passenger,19,0,le_20
201800000061,B01,1.0,PassengerCar,Male,Shopping,SeatBelt,Yes,Not_Applicable,Not_Applicable,Unknown,1952.0,0,,Driver,66,0,le_70
201800000061,D01,1.0,PassengerCar,Male,Shopping,SeatBelt,Yes,Not_Applicable,Not_Applicable,Unknown,1944.0,0,,Driver,74,0,70+
201800000062,A01,1.0,PassengerCar,Male,Leisure,SeatBelt,Yes,Not_Applicable,Not_Applicable,Unknown,1924.0,0,,Driver,94,0,70+
201800000062,A01,2.0,PassengerCar,Male,Leisure,SeatBelt,Yes,Not_Applicable,Not_Applicable,Unknown,1995.0,0,,Passenger,23,0,le_30
201800000065,A01,1.0,TwoWheeler,Male,Leisure,Helmet,Yes,Not_Applicable,Not_Applicable,Unknown,1972.0,0,,Driver,46,0,le_50
201800000065,B01,1.0,TwoWheeler,Male,Leisure,Helmet,Yes,Not_Applicable,Not_Applicable,Unknown,1970.0,0,,Driver,48,0,le_50
201800000066,A01,1.0,TwoWheeler,Male,Leisure,Helmet,Yes,Not_Applicable,Not_Applicable,Unknown,1989.0,0,,Driver,29,0,le_30
201800000068,A01,1.0,PassengerCar,Male,Leisure,Helmet,Missing,Not_Applicable,Not_Applicable,Unknown,1998.0,0,,Driver,20,0,le_20
201800000068,A01,9.0,PassengerCar,Male,Leisure,SeatBelt,Yes,Not_Applicable,Not_Applicable,Unknown,1997.0,0,,Passenger,21,0,le_30
201800000069,A01,1.0,PassengerCar,Female,Unknown,SeatBelt,Yes,Not_Applicable,Not_Applicable,Unknown,1990.0,0,,Driver,28,0,le_30
201800000069,A01,3.0,PassengerCar,Female,Unknown,SeatBelt,Yes,Not_Applicable,Not_Applicable,Unknown,1957.0,0,,Passenger,61,0,le_70
201800000069,A01,9.0,PassengerCar,Male,Unknown,SeatBelt,Yes,Not_Applicable,Not_Applicable,Unknown,1956.0,0,,Passenger,62,0,le_70
201800000070,A01,1.0,PassengerCar,Male,Professional,SeatBelt,Yes,Not_Applicable,Not_Applicable,Unknown,1997.0,0,,Driver,21,0,le_30
201800000070,B01,1.0,PassengerCar,Male,Home-Work,SeatBelt,Yes,Not_Applicable,Not_Applicable,Unknown,1935.0,0,,Driver,83,0,70+
201800000071,A01,1.0,PassengerCar,Female,Home-Work,SeatBelt,Yes,Not_Applicable,Not_Applicable,Unknown,1972.0,0,,Driver,46,0,le_50
201800000071,A01,2.0,PassengerCar,Male,Home-Work,SeatBelt,Yes,Not_Applicable,Not_Applicable,Unknown,1953.0,0,,Passenger,65,0,le_70
201800000073,A01,1.0,HeavyVehicle,Male,Professional,ChildrenDevice,Missing,Not_Applicable,Not_Applicable,Unknown,1995.0,0,,Driver,23,0,le_30
201800000073,A01,5.0,HeavyVehicle,Male,Other,ChildrenDevice,Missing,Not_Applicable,Not_Applicable,Unknown,1991.0,0,,Passenger,27,0,le_30
201800000074,A01,1.0,TwoWheeler,Male,Unknown,Helmet,Yes,Not_Applicable,Not_Applicable,Unknown,1963.0,0,,Driver,55,0,le_60
201800000075,A01,1.0,PassengerCar,Male,Other,SeatBelt,Yes,Not_Applicable,Not_Applicable,Unknown,1972.0,0,,Driver,46,0,le_50
201800000075,B01,1.0,PassengerCar,Female,Leisure,SeatBelt,Yes,Not_Applicable,Not_Applicable,Unknown,1946.0,0,,Driver,72,0,70+
201800000076,A01,1.0,PassengerCar,Male,Unknown,ChildrenDevice,Missing,Not_Applicable,Not_Applicable,Unknown,1939.0,0,,Driver,79,0,70+
201800000077,A01,1.0,PassengerCar,Male,Leisure,SeatBelt,Yes,Not_Applicable,Not_Applicable,Unknown,1997.0,0,,Driver,21,0,le_30
201800000077,B01,1.0,TwoWheeler,Male,Leisure,Helmet,Yes,Not_Applicable,Not_Applicable,Unknown,2002.0,0,,Driver,16,0,le_20
201800000078,A01,1.0,PassengerCar,Male,Other,ChildrenDevice,Missing,Not_Applicable,Not_Applicable,Unknown,1983.0,0,,Driver,35,0,le_40
201800000078,B01,1.0,TwoWheeler,Male,Leisure,Helmet,Yes,Not_Applicable,Not_Applicable,Unknown,1992.0,0,,Driver,26,0,le_30
201800000079,A01,1.0,HeavyVehicle,Male,Leisure,SeatBelt,Yes,Not_Applicable,Not_Applicable,Unknown,1950.0,0,,Driver,68,0,le_70
201800000079,B01,1.0,TwoWheeler,Male,Leisure,Helmet,Yes,Not_Applicable,Not_Applicable,Unknown,1970.0,0,,Driver,48,0,le_50
201800000083,A01,1.0,PassengerCar,Female,Leisure,SeatBelt,Yes,Not_Applicable,Not_Applicable,Unknown,1970.0,0,,Driver,48,0,le_50
201800000083,B01,1.0,PassengerCar,Male,Leisure,SeatBelt,Yes,Not_Applicable,Not_Applicable,Unknown,1969.0,0,,Driver,49,0,le_50
201800000084,A01,1.0,PassengerCar,Male,Leisure,SeatBelt,Yes,Not_Applicable,Not_Applicable,Unknown,,0,,Driver,Unknown,1,Unknown
201800000084,B01,1.0,FourWheelMotorcycle,Male,Shopping,ChildrenDevice,Missing,Not_Applicable,Not_Applicable,Unknown,1948.0,0,,Driver,70,0,le_70
201800000085,A01,1.0,PassengerCar,Male,Other,ChildrenDevice,Missing,Not_Applicable,Not_Applicable,Unknown,1997.0,0,,Driver,21,0,le_30
201800000086,A01,1.0,PassengerCar,Male,Leisure,SeatBelt,Yes,Not_Applicable,Not_Applicable,Unknown,1928.0,0,,Driver,90,0,70+
201800000086,A01,2.0,PassengerCar,Female,Leisure,SeatBelt,Yes,Not_Applicable,Not_Applicable,Unknown,1926.0,0,,Passenger,92,0,70+
201800000086,B01,1.0,PassengerCar,Female,Shopping,SeatBelt,Yes,Not_Applicable,Not_Applicable,Unknown,1962.0,0,,Driver,56,0,le_60
201800000088,A01,1.0,PassengerCar,Male,Leisure,ChildrenDevice,Missing,Not_Applicable,Not_Applicable,Unknown,1926.0,0,,Driver,92,0,70+
201800000088,A01,2.0,PassengerCar,Female,Leisure,ChildrenDevice,Missing,Not_Applicable,Not_Applicable,Unknown,1999.0,0,,Passenger,19,0,le_20
201800000089,B01,1.0,PassengerCar,Female,Professional,SeatBelt,Yes,Not_Applicable,Not_Applicable,Unknown,1949.0,0,,Driver,69,0,le_70
201800000089,B01,7.0,PassengerCar,Female,Other,SeatBelt,Yes,Not_Applicable,Not_Applicable,Unknown,1932.0,0,,Passenger,86,0,70+
201800000089,B01,9.0,PassengerCar,Male,Other,SeatBelt,Yes,Not_Applicable,Not_Applicable,Unknown,1995.0,0,,Passenger,23,0,le_30
201800000089,C01,1.0,HeavyVehicle,Male,Professional,SeatBelt,Yes,Not_Applicable,Not_Applicable,Unknown,1984.0,0,,Driver,34,0,le_40
201800000090,A01,1.0,HeavyVehicle,Male,Professional,SeatBelt,Yes,Not_Applicable,Not_Applicable,Unknown,1980.0,0,,Driver,38,0,le_40
201800000091,A01,1.0,PassengerCar,Female,Leisure,SeatBelt,Yes,Not_Applicable,Not_Applicable,Unknown,1980.0,0,,Driver,38,0,le_40
201800000091,A01,,PassengerCar,Male,Leisure,Helmet,Missing,OnCrossingWithLigths,Crossing,Alone,1991.0,1,,Pedestrian,27,0,le_30
201800000092,A01,1.0,TwoWheeler,Male,Unknown,Helmet,Yes,Not_Applicable,Not_Applicable,Unknown,1990.0,0,,Driver,28,0,le_30
201800000094,A01,1.0,PassengerCar,Male,Leisure,ChildrenDevice,Missing,Not_Applicable,Not_Applicable,Unknown,1935.0,0,,Driver,83,0,70+
201800000094,B01,1.0,Bicycle,Male,Shopping,Helmet,Missing,Not_Applicable,Not_Applicable,Unknown,1950.0,0,,Driver,68,0,le_70
201800000095,A01,1.0,PassengerCar,Female,Other,SeatBelt,Yes,Not_Applicable,Not_Applicable,Unknown,1981.0,0,,Driver,37,0,le_40
201800000095,A01,,PassengerCar,Female,Shopping,Helmet,Missing,OnCrossingWithoutLights,Crossing,Alone,1956.0,1,,Pedestrian,62,0,le_70
201800000098,A01,1.0,TwoWheeler,Male,Leisure,Helmet,Yes,Not_Applicable,Not_Applicable,Unknown,1999.0,0,,Driver,19,0,le_20
201800000098,B01,1.0,PassengerCar,Male,Leisure,SeatBelt,Yes,Not_Applicable,Not_Applicable,Unknown,1932.0,0,,Driver,86,0,70+
201800000098,C01,1.0,PassengerCar,Male,Leisure,SeatBelt,Yes,Not_Applicable,Not_Applicable,Unknown,1935.0,0,,Driver,83,0,70+
201800000099,A01,1.0,TwoWheeler,Male,Leisure,Helmet,Yes,Not_Applicable,Not_Applicable,Unknown,1999.0,0,,Driver,19,0,le_20
201800000099,B01,1.0,PassengerCar,Male,Professional,SeatBelt,Yes,Not_Applicable,Not_Applicable,Unknown,1964.0,0,,Driver,54,0,le_60
201800000100,A01,1.0,PassengerCar,Male,Unknown,ChildrenDevice,Missing,Not_Applicable,Not_Applicable,Unknown,1926.0,0,,Driver,92,0,70+
201800000100,B01,1.0,PassengerCar,Female,Unknown,ChildrenDevice,Missing,Not_Applicable,Not_Applicable,Unknown,1950.0,0,,Driver,68,0,le_70
201800000100,C01,1.0,PassengerCar,Male,Professional,ChildrenDevice,Missing,Not_Applicable,Not_Applicable,Unknown,1958.0,0,,Driver,60,0,le_60
201800000102,A01,1.0,PassengerCar,Female,Other,SeatBelt,Yes,Not_Applicable,Not_Applicable,Unknown,1954.0,0,,Driver,64,0,le_70
201800000102,A01,,PassengerCar,Male,Leisure,Helmet,Missing,OnLane>OnSidewalk0mCrossing,Playing,Alone,2012.0,1,,Pedestrian,6,0,le_10
201800000103,A01,1.0,PassengerCar,Male,Professional,SeatBelt,Yes,Not_Applicable,Not_Applicable,Unknown,1962.0,0,,Driver,56,0,le_60
201800000103,A01,2.0,PassengerCar,Female,Professional,SeatBelt,Yes,Not_Applicable,Not_Applicable,Unknown,1986.0,0,,Passenger,32,0,le_40
201800000103,A01,8.0,PassengerCar,Female,Professional,SeatBelt,Yes,Not_Applicable,Not_Applicable,Unknown,1992.0,0,,Passenger,26,0,le_30
201800000103,A01,9.0,PassengerCar,Female,Professional,SeatBelt,Yes,Not_Applicable,Not_Applicable,Unknown,1953.0,0,,Passenger,65,0,le_70
201800000103,B01,1.0,PassengerCar,Male,Unknown,SeatBelt,Yes,Not_Applicable,Not_Applicable,Unknown,1962.0,0,,Driver,56,0,le_60
201800000105,A01,1.0,PassengerCar,Male,Leisure,SeatBelt,Yes,Not_Applicable,Not_Applicable,Unknown,1966.0,0,,Driver,52,0,le_60
201800000105,B01,1.0,PassengerCar,Male,Leisure,SeatBelt,Yes,Not_Applicable,Not_Applicable,Unknown,1964.0,0,,Driver,54,0,le_60
201800000106,A01,1.0,TwoWheeler,Male,Home-Work,Helmet,Yes,Not_Applicable,Not_Applicable,Unknown,1957.0,0,,Driver,61,0,le_70
201800000106,A01,,TwoWheeler,Male,Home-School,Helmet,Missing,OnCrossingWithLigths,Crossing,WithSomebody,2012.0,1,,Pedestrian,6,0,le_10
201800000107,A01,1.0,PassengerCar,Female,Professional,SeatBelt,Yes,Not_Applicable,Not_Applicable,Unknown,1938.0,0,,Driver,80,0,70+
201800000107,B01,1.0,Bicycle,Female,Shopping,Helmet,Missing,Not_Applicable,Not_Applicable,Unknown,1994.0,0,,Driver,24,0,le_30
201800000108,A01,1.0,PassengerCar,Male,Leisure,SeatBelt,Yes,Not_Applicable,Not_Applicable,Unknown,1995.0,0,,Driver,23,0,le_30
201800000108,B01,1.0,TwoWheeler,Male,Leisure,Helmet,Yes,Not_Applicable,Not_Applicable,Unknown,1979.0,0,,Driver,39,0,le_40
201800000109,A01,1.0,TwoWheeler,Male,Professional,Helmet,Yes,Not_Applicable,Not_Applicable,Unknown,1977.0,0,,Driver,41,0,le_50
201800000109,B01,1.0,PassengerCar,Male,Leisure,ChildrenDevice,Missing,Not_Applicable,Not_Applicable,Unknown,1975.0,0,,Driver,43,0,le_50
201800000109,C01,1.0,FourWheelMotorcycle,Male,Leisure,ChildrenDevice,Missing,Not_Applicable,Not_Applicable,Unknown,1962.0,0,,Driver,56,0,le_60
201800000110,A01,1.0,PassengerCar,Male,Home-Work,SeatBelt,Yes,Not_Applicable,Not_Applicable,Unknown,1985.0,0,,Driver,33,0,le_40
201800000110,B01,1.0,TwoWheeler,Male,Home-Work,Helmet,Yes,Not_Applicable,Not_Applicable,Unknown,1932.0,0,,Driver,86,0,70+
201800000112,A01,1.0,PassengerCar,Male,Leisure,SeatBelt,Yes,Not_Applicable,Not_Applicable,Unknown,1947.0,0,,Driver,71,0,70+
201800000112,A01,2.0,PassengerCar,Male,Leisure,SeatBelt,Yes,Not_Applicable,Not_Applicable,Unknown,1944.0,0,,Passenger,74,0,70+
201800000112,A01,3.0,PassengerCar,Female,Leisure,SeatBelt,Yes,Not_Applicable,Not_Applicable,Unknown,1950.0,0,,Passenger,68,0,le_70
201800000112,B01,1.0,PassengerCar,Male,Professional,SeatBelt,Yes,Not_Applicable,Not_Applicable,Unknown,1970.0,0,,Driver,48,0,le_50
201800000112,C01,1.0,PassengerCar,Male,Home-Work,SeatBelt,Yes,Not_Applicable,Not_Applicable,Unknown,1960.0,0,,Driver,58,0,le_60
201800000114,A01,1.0,PassengerCar,Male,Leisure,SeatBelt,Yes,Not_Applicable,Not_Applicable,Unknown,,0,,Driver,Unknown,1,Unknown
201800000114,A01,2.0,PassengerCar,Male,Leisure,SeatBelt,Yes,Not_Applicable,Not_Applicable,Unknown,1934.0,0,,Passenger,84,0,70+
201800000114,B01,1.0,PassengerCar,Male,Leisure,SeatBelt,Yes,Not_Applicable,Not_Applicable,Unknown,1952.0,0,,Driver,66,0,le_70
201800000117,A01,1.0,PassengerCar,Female,Home-Work,SeatBelt,Yes,Not_Applicable,Not_Applicable,Unknown,1975.0,0,,Driver,43,0,le_50
201800000120,A01,1.0,PassengerCar,Male,Leisure,SeatBelt,Yes,Not_Applicable,Not_Applicable,Unknown,1996.0,0,,Driver,22,0,le_30
201800000120,A01,2.0,PassengerCar,Female,Leisure,SeatBelt,Yes,Not_Applicable,Not_Applicable,Unknown,1999.0,0,,Passenger,19,0,le_20
201800000121,A01,1.0,PassengerCar,Male,Leisure,SeatBelt,Yes,Not_Applicable,Not_Applicable,Unknown,1995.0,0,,Driver,23,0,le_30
201800000121,A01,2.0,PassengerCar,Male,Leisure,SeatBelt,Yes,Not_Applicable,Not_Applicable,Unknown,1996.0,0,,Passenger,22,0,le_30
201800000121,A01,7.0,PassengerCar,Male,Leisure,SeatBelt,Yes,Not_Applicable,Not_Applicable,Unknown,1991.0,0,,Passenger,27,0,le_30
201800000121,A01,9.0,PassengerCar,Male,Leisure,SeatBelt,Yes,Not_Applicable,Not_Applicable,Unknown,1995.0,0,,Passenger,23,0,le_30
201800000123,A01,1.0,PassengerCar,Male,Unknown,SeatBelt,Yes,Not_Applicable,Not_Applicable,Unknown,1927.0,0,,Driver,91,0,70+
201800000123,A01,2.0,PassengerCar,Male,Unknown,SeatBelt,Yes,Not_Applicable,Not_Applicable,Unknown,1997.0,0,,Passenger,21,0,le_30
201800000123,A01,7.0,PassengerCar,Male,Unknown,SeatBelt,Yes,Not_Applicable,Not_Applicable,Unknown,1996.0,0,,Passenger,22,0,le_30
201800000123,A01,9.0,PassengerCar,Male,Other,SeatBelt,Yes,Not_Applicable,Not_Applicable,Unknown,1988.0,0,,Passenger,30,0,le_30
